Ref_Date,GEO,OCC,Vector,Coordinate,Value
2010/07,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,820
2010/08,Alberta,Primary production labourers,v64593614,10.628,820
2010/08,Alberta,Primary production labourers,v64593615,10.629,820
2010/11,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,820
2010/12,Alberta,Child care and home support workers,v64593417,10.22,820
2010/12,Alberta,Child care and home support workers,v64593418,10.44,820
2011/02,Alberta,Machine operators in manufacturing,v64593640,10.652,820
2011/04,Alberta,"Other managers, n.e.c.",v64593022,10.62,820
2011/04,Alberta,Masonry and plastering trades,v64593472,10.49,820
2011/08,Alberta,Secretaries,v64593078,10.115,820
2011/08,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,820
2011/09,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,820
2012/03,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,820
2012/07,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,820
2012/08,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,820
2012/09,Alberta,"Machinists, metal forming, shaping and erecting occupations",v64593496,10.513,820
2013/03,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,820
2013/03,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,820
2013/07,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,820
2013/07,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,820
2013/11,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,820
2013/12,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,820
2014/01,Alberta,Administrative and regulatory occupations,v64593084,10.121,820
2014/01,Alberta,Administrative and regulatory occupations,v64593085,10.122,820
2014/04,Alberta,Carpenters and cabinetmakers,v64593469,10.487,820
2014/04,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,820
2014/06,Alberta,Administrative and regulatory occupations,v64593084,10.121,820
2014/06,Alberta,Administrative and regulatory occupations,v64593085,10.122,820
2014/06,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,820
2014/10,Alberta,Administrative and regulatory occupations,v64593084,10.121,820
2014/10,Alberta,Administrative and regulatory occupations,v64593085,10.122,820
2014/10,Alberta,"Clerical occupations, general office skills",v64593103,10.139,820
2015/01,Alberta,Administrative and regulatory occupations,v64593084,10.121,820
2015/01,Alberta,Administrative and regulatory occupations,v64593085,10.122,820
2015/04,Alberta,"Other managers, n.e.c.",v64593022,10.62,820
2015/05,Alberta,Carpenters and cabinetmakers,v64593469,10.487,820
2015/07,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,820
2015/10,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,820
2005/04,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2005/05,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2005/05,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,810
2005/05,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,810
2005/05,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,810
2005/06,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,810
2005/06,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,810
2005/06,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,810
2005/09,Alberta,"Machinists, metal forming, shaping and erecting occupations",v64593496,10.513,810
2005/09,Alberta,Occupations unique to primary industry,v64593578,10.3,810
2005/10,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2005/10,Alberta,Electrical trades and telecommunications occupations,v64593485,10.502,810
2005/11,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,810
2005/12,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,810
2005/12,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,810
2006/01,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,810
2006/02,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,810
2006/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,810
2006/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,810
2006/05,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,810
2007/06,Alberta,Mechanics,v64593507,10.524,810
2007/08,Alberta,Secretaries,v64593078,10.115,810
2007/08,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,810
2007/09,Alberta,Transport and equipment operators,v64593542,10.28,810
2009/02,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,810
2009/02,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,810
2009/04,Alberta,Retail salespersons and sales clerks,v64593375,10.4,810
2009/04,Alberta,Retail salespersons and sales clerks,v64593376,10.401,810
2009/04,Alberta,Other construction trades,v64593477,10.495,810
2009/05,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,810
2009/08,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,810
2009/08,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,810
2009/08,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,810
2009/09,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,810
2009/12,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,810
2009/12,Alberta,Assemblers in manufacturing,v64593692,10.704,810
2010/04,Alberta,Masonry and plastering trades,v64593472,10.49,810
2010/05,Alberta,Health occupations,v64593218,10.1,810
2010/05,Alberta,Automotive service technicians,v64593517,10.534,810
2010/08,Alberta,"Technical, assisting and related occupations in health",v64593242,10.12,810
2010/09,Alberta,Health occupations,v64593218,10.1,810
2010/11,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,810
2010/12,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,810
2011/01,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,810
2011/05,Alberta,"Managers in retail trade, food and accommodation services",v64593016,10.56,810
2011/05,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,810
2011/10,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,810
2012/06,Alberta,Specialist managers,v64593002,10.42,810
2012/06,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,810
2012/06,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,810
2012/08,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,810
2012/08,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,810
2012/10,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,810
2012/11,Alberta,Heavy equipment operators,v64593544,10.56,810
2013/02,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,810
2013/05,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2013/06,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2013/06,Alberta,Primary production labourers,v64593614,10.628,810
2013/06,Alberta,Primary production labourers,v64593615,10.629,810
2013/08,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2013/08,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/02,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2014/02,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/02,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2014/02,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,810
2014/04,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,810
2014/05,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2014/05,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/09,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2014/09,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/09,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,810
2014/11,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2014/11,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/11,Alberta,"Clerical occupations, general office skills",v64593103,10.139,810
2014/12,Alberta,Administrative and regulatory occupations,v64593084,10.121,810
2014/12,Alberta,Administrative and regulatory occupations,v64593085,10.122,810
2014/12,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,810
2015/03,Alberta,Machine operators in manufacturing,v64593640,10.652,810
2015/08,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,810
2015/09,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,810
2005/06,Alberta,Mechanics,v64593507,10.524,800
2005/06,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,800
2006/02,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,800
2006/05,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,800
2006/06,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,800
2006/07,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,800
2006/11,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,800
2006/12,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,800
2007/08,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,800
2007/09,Alberta,Mechanics,v64593507,10.524,800
2008/05,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,800
2008/06,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,800
2008/08,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,800
2008/08,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,800
2008/09,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,800
2008/10,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,800
2008/12,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,800
2009/09,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,800
2009/11,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,800
2009/12,Alberta,Child care and home support workers,v64593417,10.22,800
2009/12,Alberta,Child care and home support workers,v64593418,10.44,800
2010/01,Alberta,Assemblers in manufacturing,v64593692,10.704,800
2010/02,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,800
2010/03,Alberta,Managers in retail trade,v64593017,10.57,800
2010/03,Alberta,Professional occupations in business and finance,v64593060,10.6,800
2010/06,Alberta,Health occupations,v64593218,10.1,800
2010/07,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,800
2010/09,Alberta,"Recording, scheduling and distributing occupations",v64593130,10.166,800
2010/09,Alberta,Chefs and cooks,v64593382,10.406,800
2010/09,Alberta,Chefs and cooks,v64593383,10.407,800
2011/01,Alberta,Machine operators in manufacturing,v64593640,10.652,800
2011/03,Alberta,Other construction trades,v64593477,10.495,800
2011/04,Alberta,Chefs and cooks,v64593382,10.406,800
2011/04,Alberta,Chefs and cooks,v64593383,10.407,800
2011/07,Alberta,Cleaners,v64593432,10.453,800
2011/12,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,800
2012/02,Alberta,Specialist managers,v64593002,10.42,800
2012/04,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,800
2012/04,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,800
2012/09,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,800
2012/12,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,800
2013/01,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,800
2013/03,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,800
2013/04,Alberta,"Clerical occupations, general office skills",v64593103,10.139,800
2013/05,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,800
2013/05,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,800
2013/08,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,800
2013/09,Alberta,Administrative and regulatory occupations,v64593084,10.121,800
2013/09,Alberta,Administrative and regulatory occupations,v64593085,10.122,800
2013/09,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,800
2013/12,Alberta,Administrative and regulatory occupations,v64593084,10.121,800
2013/12,Alberta,Administrative and regulatory occupations,v64593085,10.122,800
2014/02,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,800
2014/03,Alberta,"Clerical occupations, general office skills",v64593103,10.139,800
2014/07,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,800
2014/10,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,800
2015/02,Alberta,Cleaners,v64593432,10.453,800
2015/02,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,800
2015/05,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,800
2015/05,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,800
2015/07,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,800
2015/07,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,800
2015/08,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,800
2015/12,Alberta,Longshore workers and material handlers,v64593569,10.584,800
2005/06,Alberta,Electrical trades and telecommunications occupations,v64593485,10.502,790
2005/08,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,790
2005/10,Alberta,Occupations unique to primary industry,v64593578,10.3,790
2005/12,Alberta,"Clerical occupations, general office skills",v64593103,10.139,790
2006/04,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,790
2006/05,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,790
2006/10,Alberta,Mechanics,v64593507,10.524,790
2007/01,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,790
2007/05,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,790
2007/09,Alberta,"Trades helpers, construction and transportation labourers and related occupations",v64593568,10.29,790
2007/11,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,790
2007/12,Alberta,Motor vehicle and transit drivers,v64593552,10.568,790
2008/08,Alberta,Secretaries,v64593078,10.115,790
2008/08,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,790
2009/03,Alberta,Chefs and cooks,v64593382,10.406,790
2009/03,Alberta,Chefs and cooks,v64593383,10.407,790
2009/07,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,790
2009/11,Alberta,Health occupations,v64593218,10.1,790
2010/01,Alberta,Automotive service technicians,v64593517,10.534,790
2010/02,Alberta,Managers in retail trade,v64593017,10.57,790
2010/02,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,790
2010/02,Alberta,Assemblers in manufacturing,v64593692,10.704,790
2010/04,Alberta,Health occupations,v64593218,10.1,790
2010/07,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,790
2010/08,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,790
2010/09,Alberta,Finance and insurance clerks,v64593111,10.147,790
2010/09,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,790
2010/09,Alberta,Heavy equipment operators,v64593544,10.56,790
2010/10,Alberta,Health occupations,v64593218,10.1,790
2010/10,Alberta,Chefs and cooks,v64593382,10.406,790
2010/10,Alberta,Chefs and cooks,v64593383,10.407,790
2011/01,Alberta,Child care and home support workers,v64593417,10.22,790
2011/01,Alberta,Child care and home support workers,v64593418,10.44,790
2011/03,Alberta,Machine operators in manufacturing,v64593640,10.652,790
2011/06,Alberta,"Managers in retail trade, food and accommodation services",v64593016,10.56,790
2011/09,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,790
2011/09,Alberta,Mechanics,v64593507,10.524,790
2011/09,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,790
2011/09,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,790
2011/10,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,790
2011/10,Alberta,Mechanics,v64593507,10.524,790
2012/03,Alberta,Specialist managers,v64593002,10.42,790
2012/09,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,790
2012/09,Alberta,Child care and home support workers,v64593417,10.22,790
2012/09,Alberta,Child care and home support workers,v64593418,10.44,790
2012/09,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,790
2013/01,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,790
2013/01,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,790
2013/04,Alberta,Carpenters and cabinetmakers,v64593469,10.487,790
2013/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,790
2013/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,790
2013/07,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,790
2014/02,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,790
2014/03,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,790
2014/04,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,790
2014/05,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,790
2014/06,Alberta,"Clerical occupations, general office skills",v64593103,10.139,790
2015/04,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,790
2015/06,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,790
2015/08,Alberta,Administrative services managers,v64593003,10.43,790
2015/08,Alberta,Health occupations,v64593218,10.1,790
2015/08,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,790
2015/10,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,790
2007/10,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,780
2007/11,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,780
2008/07,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,780
2008/10,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,780
2008/10,Alberta,Trades helpers and labourers,v64593572,10.587,780
2008/12,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,780
2008/12,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,780
2009/05,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,780
2009/07,Alberta,Professional occupations in business and finance,v64593060,10.6,780
2009/07,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,780
2009/09,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,780
2009/09,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,780
2009/10,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,780
2009/10,Alberta,Health occupations,v64593218,10.1,780
2009/10,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,780
2009/11,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,780
2010/01,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,780
2010/01,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,780
2010/03,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,780
2010/04,Alberta,Managers in retail trade,v64593017,10.57,780
2010/06,Alberta,Professional occupations in business and finance,v64593060,10.6,780
2011/03,Alberta,Chefs and cooks,v64593382,10.406,780
2011/03,Alberta,Chefs and cooks,v64593383,10.407,780
2011/11,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,780
2011/11,Alberta,Primary production labourers,v64593614,10.628,780
2011/11,Alberta,Primary production labourers,v64593615,10.629,780
2011/11,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,780
2011/11,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,780
2012/04,Alberta,Specialist managers,v64593002,10.42,780
2012/05,Alberta,Specialist managers,v64593002,10.42,780
2013/02,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,780
2013/02,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,780
2013/06,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,780
2013/06,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,780
2013/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,780
2013/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,780
2013/08,Alberta,"Metal forming, shaping and erecting trades",v64593500,10.517,780
2013/09,Alberta,Child care and home support workers,v64593417,10.22,780
2013/09,Alberta,Child care and home support workers,v64593418,10.44,780
2013/10,Alberta,Administrative and regulatory occupations,v64593084,10.121,780
2013/10,Alberta,Administrative and regulatory occupations,v64593085,10.122,780
2013/12,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,780
2014/03,Alberta,Carpenters and cabinetmakers,v64593469,10.487,780
2014/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,780
2014/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,780
2014/08,Alberta,Secretaries,v64593078,10.115,780
2014/08,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,780
2014/08,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,780
2014/09,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,780
2014/11,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,780
2015/01,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,780
2015/03,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,780
2015/04,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,780
2015/10,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,780
2005/01,Alberta,Carpenters and cabinetmakers,v64593469,10.487,770
2005/04,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,770
2005/05,Alberta,Heavy equipment operators,v64593544,10.56,770
2005/06,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,770
2005/07,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,770
2005/07,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,770
2005/07,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2005/11,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,770
2006/05,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,770
2006/05,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,770
2006/06,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,770
2007/05,Alberta,Primary production labourers,v64593614,10.628,770
2007/05,Alberta,Primary production labourers,v64593615,10.629,770
2007/06,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,770
2008/03,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2008/04,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2008/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,770
2008/04,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,770
2008/06,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,770
2009/04,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,770
2009/10,Alberta,Automotive service technicians,v64593517,10.534,770
2009/12,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,770
2009/12,Alberta,Health occupations,v64593218,10.1,770
2010/01,Alberta,Child care and home support workers,v64593417,10.22,770
2010/01,Alberta,Child care and home support workers,v64593418,10.44,770
2010/02,Alberta,Other construction trades,v64593477,10.495,770
2010/06,Alberta,Managers in retail trade,v64593017,10.57,770
2010/07,Alberta,Professional occupations in business and finance,v64593060,10.6,770
2010/08,Alberta,Managers in retail trade,v64593017,10.57,770
2010/09,Alberta,Managers in retail trade,v64593017,10.57,770
2010/09,Alberta,Machine operators in manufacturing,v64593640,10.652,770
2010/10,Alberta,"Recording, scheduling and distributing occupations",v64593130,10.166,770
2010/10,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,770
2010/10,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,770
2010/12,Alberta,"Recording, scheduling and distributing occupations",v64593130,10.166,770
2010/12,Alberta,Masonry and plastering trades,v64593472,10.49,770
2011/01,Alberta,"Recording, scheduling and distributing occupations",v64593130,10.166,770
2011/02,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,770
2011/02,Alberta,Other construction trades,v64593477,10.495,770
2011/04,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,770
2011/05,Alberta,Retail salespersons and sales clerks,v64593375,10.4,770
2011/05,Alberta,Retail salespersons and sales clerks,v64593376,10.401,770
2011/05,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,770
2012/06,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,770
2012/09,Alberta,Motor vehicle and transit drivers,v64593552,10.568,770
2012/10,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,770
2012/11,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2013/02,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,770
2013/04,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,770
2013/06,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,770
2013/08,Alberta,Secretaries,v64593078,10.115,770
2013/08,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,770
2013/09,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,770
2013/09,Alberta,Motor vehicle and transit drivers,v64593552,10.568,770
2013/10,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,770
2013/11,Alberta,Administrative and regulatory occupations,v64593084,10.121,770
2013/11,Alberta,Administrative and regulatory occupations,v64593085,10.122,770
2013/11,Alberta,Primary production labourers,v64593614,10.628,770
2013/11,Alberta,Primary production labourers,v64593615,10.629,770
2013/11,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2014/01,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,770
2014/01,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,770
2014/02,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,770
2014/02,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,770
2014/03,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,770
2014/06,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,770
2014/11,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,770
2015/04,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,770
2015/06,Alberta,Professional occupations in business and finance,v64593060,10.6,770
